Name,Address,Phone,Website,Email,Year Established,ABN,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Public Holidays,Categories,Full Category Tree,URL
Media Odyssey,"103-111 Wendt Rd, Chambers Flat, QLD, 4133",(07) 34580487,http://www.ody.com.au,moonline@ody.com.au,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Brisbane,Chambers Flat",https://www.startlocal.com.au/professional/filmproduction/qld_brisbane/Media_Odyssey_895516.html
Zoom Film & Television,"815 New Cleveland Rd, Gumdale, QLD, 4154",(07) 33939931,http://www.zoomfilmtv.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Brisbane,Gumdale",https://www.startlocal.com.au/professional/filmproduction/qld_brisbane/Zoom_Film_Television_895507.html
Monkey House Film & Television,"PO Box 745, Everton Park, QLD, 4053",(07) 31142754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Brisbane,Everton Park",https://www.startlocal.com.au/professional/filmproduction/qld_brisbane/Monkey_House_Film_Television_1623060.html
The Picture Club,"72 Blackwood St, Mitchelton, QLD, 4053",(07) 33117233,http://www.thepictureclub.com.au,maps@roi.com.au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Brisbane,Mitchelton",https://www.startlocal.com.au/professional/filmproduction/qld_brisbane/The_Picture_Club_2811362.html
Point Enterprises,"Mintee St, Point Lookout, QLD, 4183",(07) 34098993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Brisbane,Point Lookout",https://www.startlocal.com.au/professional/filmproduction/qld_brisbane/Point_Enterprises_895519.html
Gobbledegook Enterprises,"692 South Pine Rd, Everton Park, QLD, 4053",(07) 33551168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Brisbane,Everton Park",https://www.startlocal.com.au/professional/filmproduction/qld_brisbane/Gobbledegook_Enterprises_895489.html
Green Cape Wildlife Films,"Po Box 255, Point Lookout, QLD, 4183",(07) 34098899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Brisbane,Point Lookout",https://www.startlocal.com.au/professional/filmproduction/qld_brisbane/Green_Cape_Wildlife_Films_895518.html
Photon Vfx,"Warner Studios Pacific Highway, Oxenford, QLD, 4210",(07) 55025222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Gold Coast,Oxenford",https://www.startlocal.com.au/professional/filmproduction/qld_goldcoast/Photon_Vfx_895524.html
Digital Sound & Vision Pty Ltd,"Wrs Studios Pacific Hwy, Oxenford, QLD, 4210",(07) 55733854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Gold Coast,Oxenford",https://www.startlocal.com.au/professional/filmproduction/qld_goldcoast/Digital_Sound_Vision_Pty_Ltd_1623049.html
Atlab Qld Pty Ltd,"Pacific Hwy, Oxenford, QLD, 4210",(07) 55736500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Film Productions,"Professional Services,Film Productions,QLD: Gold Coast,Oxenford",https://www.startlocal.com.au/professional/filmproduction/qld_goldcoast/Atlab_Qld_Pty_Ltd_1623050.html
